Combined,Forible,Non-forcible,lats,lons,name,perc,size,state
1.0,0.0,1.0,32.981986,-80.069288,Charleston Southern University,0.0,2682.0,SC
0.0,0.0,0.0,35.242999,-80.802527,Charlotte Christian College and Theological Seminary,0.0,,NC
1.0,0.0,1.0,40.448432,-79.926083,Chatham University,0.0,1065.0,PA
0.0,0.0,0.0,40.087048,-75.228847,Chestnut Hill College,0.0,1645.0,PA
0.0,0.0,0.0,41.786018,-87.591301,Chicago Theological Seminary,0.0,236.0,IL
0.0,0.0,0.0,36.436258,-77.099141,Chowan University,0.0,726.0,NC
0.0,0.0,0.0,42.772212,-78.656594,Christ the King Seminary,0.0,97.0,NY
0.0,0.0,0.0,35.127437,-89.983241,Christian Brothers University,0.0,2123.0,TN
0.0,0.0,0.0,42.074096,-87.930934,Christian Life College,0.0,97.0,IL
0.0,0.0,0.0,39.833199,-86.177759,Christian Theological Seminary,0.0,280.0,IN
0.0,0.0,0.0,37.876169,-122.261391,Church Divinity School of the Pacific,0.0,131.0,CA
0.0,0.0,0.0,39.112396,-84.554752,Cincinnati Christian University,0.0,896.0,OH
0.0,0.0,0.0,39.207578,-84.505896,Cincinnati College of Mortuary Science,0.0,144.0,OH
0.0,0.0,0.0,26.18748,-80.17007,City College-Fort Lauderdale,0.0,687.0,FL
0.0,0.0,0.0,29.65601,-82.4168,City College-Gainesville,0.0,303.0,FL
0.0,0.0,0.0,25.683673,-80.316377,City College-Miami,0.0,103.0,FL
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
0.0,0.0,0.0,47.61734,-122.344331,City University of Seattle,0.0,7593.0,WA
