Criminal Offenses - On campus
Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2005,135081,Keiser University-Ft Lauderdale,8,KEISER UNIVERSITY-MELBOURNE,7371,0,0,0,,,0,,,0,0,1,0,0
2005,135081,Keiser University-Ft Lauderdale,9,KEISER UNIVERSITY-JACKSONVILLE,7371,0,0,0,,,0,,,0,0,0,0,0
2005,135081,Keiser University-Ft Lauderdale,10,KEISER UNIVERSITY-PT ST LUCIE,7371,0,0,0,,,0,,,0,0,0,0,0
2005,135081,Keiser University-Ft Lauderdale,11,Keiser University - West Palm Beach,7371,0,0,0,,,0,,,1,0,0,0,0
2005,135081,Keiser University-Ft Lauderdale,12,Keiser University - Pembroke Pines,7371,0,0,0,,,0,,,0,0,0,0,0
2005,135081,Keiser University-Ft Lauderdale,13,Keiser University - Tampa Campus,7371,0,0,0,,,0,,,0,0,0,0,0
2005,177816,Kenrick Glennon Seminary,1,Kenrick-Glennon Seminary,57,0,0,0,,,0,,,0,0,0,0,0
2005,157100,Kentucky Christian University,1,Main Campus,591,0,0,0,,,0,,,1,0,0,1,0
2005,157030,Kentucky Mountain Bible College,1,Main Campus,80,0,0,0,,,0,,,0,0,0,0,0
2005,157076,Kentucky Wesleyan College,1,Kentucky Wesleyan College,755,0,0,0,,,0,,,0,0,0,1,0
2005,203535,Kenyon College,1,Main Campus,1661,0,0,3,,,0,,,0,0,0,0,0
2005,203544,Kettering College,1,KETTERING COLLEGE,803,0,0,0,,,0,,,0,0,0,0,0
2005,169983,Kettering University,1,Main Campus,2936,0,0,0,,,0,,,0,6,0,3,1
2005,192192,Keuka College,1,Main Campus,1368,0,0,3,,,0,,,0,0,17,0,0
2005,213303,Keystone College,1,Main Campus,1638,0,0,0,,,0,,,0,0,1,0,0
2005,220516,King University,1,Main Campus,970,0,0,0,,,0,,,0,0,10,0,1
2005,220516,King University,2,King College Kingsport Campus,970,0,0,1,,,0,,,1,1,1,2,0
2005,213321,King's College,1,Main Campus,2323,0,0,0,,,0,,,0,0,8,0,0
2005,439701,King's University,1,Van Nuys Campus,536,0,0,0,,,0,,,0,0,1,0,0
2005,260956,Knowledge Systems Institute,1,Main Campus,71,0,0,0,,,0,,,0,0,0,0,0
2005,146427,Knox College,1,Knox College,1245,0,0,3,,,0,,,0,0,7,0,0
2005,192244,Kol Yaakov Torah Center,1,Main Campus,22,0,0,0,,,0,,,0,0,0,0,0
2005,171881,Kuyper College,1,Main Campus,274,0,0,0,,,0,,,0,0,0,0,0
2005,213358,La Roche College,1,Main Campus,1707,0,0,1,,,0,,,0,1,0,0,0
2005,213367,La Salle University,1,LA SALLE UNIVERSITY,6138,0,0,1,,,0,,,4,3,34,0,0
2005,213367,La Salle University,2,Bucks Graduate Center,6138,0,0,0,,,0,,,0,0,0,0,0
2005,117627,La Sierra University,1,La Sierra University,1941,0,0,0,,,1,,,0,2,16,0,0
2005,165264,Laboure College,1,Laboure College,762,0,0,0,,,0,,,2,0,0,0,0
2005,213385,Lafayette College,1,Main Campus,2346,0,0,5,,,0,,,0,0,29,1,0
2005,140234,LaGrange College,1,LaGrange College,1046,0,0,0,,,0,,,0,2,8,1,0
2005,117168,Laguna College of Art and Design,1,Main Campus,327,0,0,0,,,0,,,0,0,0,0,0
2005,203580,Lake Erie College,1,Lake Erie College 01,953,0,0,0,,,0,,,0,0,3,0,0
2005,407629,Lake Erie College of Osteopathic Medicine,1,Main Campus,1620,0,0,0,,,0,,,0,0,0,0,0
2005,407629,Lake Erie College of Osteopathic Medicine,2,LECOM-Bradenton,1620,0,0,0,,,0,,,0,0,0,0,0
2005,146481,Lake Forest College,1,Main Campus,1435,0,0,2,,,0,,,0,0,3,0,0
2005,146490,Lake Forest Graduate School of Management,1,Main Campus,819,0,0,0,,,0,,,0,0,0,0,0
2005,146490,Lake Forest Graduate School of Management,2,Lake Forest Graduate School - Schaumburg Campus,819,0,0,0,,,0,,,0,0,0,0,0
2005,146490,Lake Forest Graduate School of Management,3,Lake Forest Graduate School - Chicago Campus,819,0,0,0,,,0,,,0,0,0,0,0
2005,238980,Lakeland College,1,Lakeland College,4021,0,0,1,,,0,,,0,0,9,0,0
2005,146533,Lakeview College of Nursing,1,Main Campus,212,0,0,0,,,0,,,0,0,0,0,0
2005,220589,Lambuth University,1,Main Campus,805,0,0,0,,,0,,,0,0,17,2,0
2005,213400,Lancaster Bible College,1,Main Campus,1000,0,0,2,,,0,,,0,0,15,0,0
2005,213446,Lancaster Theological Seminary,1,Main Campus,142,0,0,0,,,0,,,0,0,0,0,0
2005,247649,Landmark College,1,Main Campus,417,0,0,1,,,0,,,1,0,7,0,2
2005,220598,Lane College,1,Main Campus,1213,0,0,0,,,0,,,0,5,0,1,0
2005,166391,Lasell College,1,Main Campus,1253,0,0,2,,,0,,,0,0,4,0,0
2005,202019,Laura and Alvin Siegal College of Judaic Studies,1,Main Campus,84,0,0,0,,,0,,,0,0,0,0,0
2005,198747,Laurel University,1,Laurel University,140,0,0,0,,,0,,,0,0,0,1,0
2005,170675,Lawrence Technological University,1,Lawrence Technological University,4080,0,0,0,,,0,,,1,2,47,6,0
2005,170675,Lawrence Technological University,3,Detroit Studio,4080,0,0,0,,,0,,,0,0,0,0,0
2005,170675,Lawrence Technological University,5,Clarkston Class Site,4080,0,0,0,,,0,,,0,0,0,0,0
2005,170675,Lawrence Technological University,6,Plymouth Satellite,4080,0,0,0,,,0,,,0,0,0,0,0
2005,170675,Lawrence Technological University,7,Macomb University Center,4080,0,0,0,,,0,,,0,0,0,0,0
2005,170675,Lawrence Technological University,8,U.S. Army TACOM,4080,0,0,0,,,0,,,0,0,0,0,0
2005,170675,Lawrence Technological University,9,Northwestern Michigan College University Center,4080,0,0,0,,,0,,,0,0,0,0,0
2005,239017,Lawrence University,1,Main Campus,1450,0,0,5,,,0,,,0,0,4,0,0
2005,192323,Le Moyne College,1,Main Campus,3580,0,0,0,,,0,,,0,0,5,0,0
2005,220604,Le Moyne-Owen College,1,Main Campus,809,0,0,0,,,0,,,0,2,2,2,0
2005,213507,Lebanon Valley College,1,Main Campus,1915,0,0,0,,,0,,,0,0,0,1,0
2005,220613,Lee University,1,Lee University,3931,0,0,0,,,0,,,2,1,6,0,0
2005,198808,Lees-McRae College,1,LEES-MCRAE COLLEGE,883,0,0,1,,,0,,,0,0,1,0,0
2005,213543,Lehigh University,1,Main Campus,6748,0,0,7,,,0,,,2,0,2,2,0
2005,198835,Lenoir-Rhyne University,1,Main Campus,1561,0,0,2,,,0,,,2,4,3,3,0
2005,218265,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,1,Lutheran Theological Southern Seminary,180,0,0,0,,,0,,,0,0,0,1,0
2005,166452,Lesley University,1,Doble Campus,7808,0,0,0,,,0,,,0,0,0,0,0
2005,166452,Lesley University,2,Art Institute of Boston,7808,0,0,0,,,0,,,0,0,0,0,0
2005,433217,Lester E Cox Medical Center-School of Medical Technology,1,Main Campus,6,0,0,0,,,0,,,0,0,3,1,0
2005,226231,LeTourneau University,1,Main Campus,3983,0,0,0,,,0,,,0,0,6,0,0
2005,209056,Lewis & Clark College,1,Main Campus,3433,0,0,1,,,0,,,0,1,8,0,1
2005,146612,Lewis University,1,Main Campus,5065,0,0,0,,,0,,,1,0,5,0,2
2005,146612,Lewis University,2,Lewis University at Oak Brook,5065,0,0,0,,,0,,,0,0,0,0,0
2005,146612,Lewis University,3,Lewis University at Hickory Hills,5065,0,0,0,,,0,,,0,0,0,0,0
2005,146612,Lewis University,5,Lewis University at Tinley Park,5065,0,0,0,,,0,,,0,0,0,0,0
2005,146621,Lexington College,1,Lexington College,56,0,0,0,,,0,,,0,0,0,0,0
2005,157207,Lexington Theological Seminary,1,Main Campus,99,0,0,0,,,0,,,0,0,0,0,0
2005,232557,Liberty University,1,Main Campus,12458,0,0,0,,,0,,,1,0,10,1,0
2005,117520,Life Chiropractic College West,1,Main Campus,451,0,0,0,,,0,,,0,0,2,0,0
2005,117104,Life Pacific College,1,Life Pacific College,593,0,0,0,,,0,,,0,0,5,1,0
2005,140252,Life University,1,Life University,1427,0,0,0,,,0,,,1,2,0,2,0
2005,218238,Limestone College,1,Limestone College,3218,0,0,0,,,0,,,0,0,0,0,0
2005,146667,Lincoln Christian University,1,Main Campus,1039,0,0,0,,,0,,,0,0,5,0,0
2005,146676,Lincoln College,1,Main Campus,1189,0,0,0,,,0,,,0,0,0,0,0
2005,220631,Lincoln Memorial University,1,Main Campus- Harrogate,2802,0,0,0,,,0,,,0,2,1,0,0
2005,117557,Lincoln University,1,Main Campus,118,0,0,0,,,0,,,0,0,3,0,0
2005,177968,Lindenwood University,1,Lindenwood University,9076,0,0,0,,,0,,,0,0,14,6,0
2005,157216,Lindsey Wilson College,1,Lindsey Wilson College,1902,0,0,0,,,0,,,0,0,0,0,0
2005,437325,Linfield College-Adult Degree Program,1,Main Campus,530,0,0,0,,,0,,,0,0,0,0,0
2005,209065,Linfield College-McMinnville Campus,1,Main Campus,1750,0,0,3,,,0,,,0,0,13,0,0
2005,437316,Linfield College-School of Nursing,1,Linfield-Good Samaritan School of Nursing,394,0,0,0,,,0,,,1,0,0,1,0
2005,219976,Lipscomb University,1,Main Campus,2517,0,0,0,,,0,,,0,0,41,0,0
2005,192563,LIU Brentwood,1,Long Island University - Brentwood,1054,0,0,0,,,0,,,0,0,0,0,0
2005,192439,LIU Brooklyn,1,Main Campus,8104,0,0,0,,,0,,,0,0,3,0,0
2005,192554,LIU Hudson at Rockland,1,Rockland Graduate Campus,426,0,0,0,,,0,,,0,0,0,0,0
2005,432357,LIU Hudson at Westchester,1,Westchester Graduate Campus of Long Island Univers,278,0,0,0,,,0,,,0,0,0,0,0
2005,192448,LIU Post,1,LIU Post,9912,0,0,1,,,0,,,0,0,9,0,0
2005,198862,Livingstone College,1,Main Campus,895,0,0,0,,,0,,,1,0,1,0,0
2005,177986,Logan University,1,Main Campus,1076,0,0,0,,,0,,,0,0,0,0,0
2005,117636,Loma Linda University,1,Loma Linda University,3854,0,0,0,,,0,,,3,4,1,22,0
2005,166489,Longy School of Music,1,Main Campus,200,0,0,0,,,0,,,0,0,3,0,0
2005,153825,Loras College,1,Main Campus,1683,0,0,2,,,0,,,0,2,25,0,0
2005,159568,Louisiana College,1,Louisiana College,1005,0,0,0,,,0,,,0,0,1,0,0
2005,157298,Louisville Presbyterian Theological Seminary,1,Main Campus,204,0,0,0,,,0,,,0,0,0,0,0
2005,203757,Lourdes University,1,Lourdes University,1824,0,0,0,,,0,,,0,0,1,0,0
2005,117946,Loyola Marymount University,1,Westchester Campus,8865,0,0,3,,,0,,,3,0,49,4,0
2005,117946,Loyola Marymount University,2,Loyola Law School,8865,0,0,0,,,0,,,0,0,0,0,0
2005,146719,Loyola University Chicago,1,Lake Shore Campus,14764,0,0,3,,,0,,,1,0,16,1,1
2005,146719,Loyola University Chicago,2,Water Tower Campus,14764,0,0,0,,,0,,,0,0,2,0,0
2005,146719,Loyola University Chicago,5,Medical Center,14764,0,0,0,,,0,,,0,0,0,3,0
2005,146719,Loyola University Chicago,6,Rome Center,14764,0,0,0,,,0,,,0,0,1,0,0
2005,163046,Loyola University Maryland,1,Loyola University Maryland,6187,0,0,1,,,0,,,3,0,3,1,0
2005,163046,Loyola University Maryland,2,Loyola University Graduate Center,6187,0,0,0,,,0,,,0,0,0,0,0
2005,163046,Loyola University Maryland,3,Loyola University Graduate Center,6187,0,0,0,,,0,,,0,0,0,0,0
2005,159656,Loyola University New Orleans,1,Main Campus,361,0,0,0,,,0,,,0,0,3,0,0
2005,159656,Loyola University New Orleans,2,Broadway Campus,361,0,0,0,,,0,,,0,0,0,0,0
2005,226383,Lubbock Christian University,1,Main Campus,2079,0,0,0,,,0,,,0,0,8,1,0
2005,153834,Luther College,1,Main Campus,2545,0,0,1,,,0,,,0,4,12,0,0
2005,135364,Luther Rice University & Seminary,1,Luther Rice University,1008,0,0,0,,,0,,,0,0,0,0,0
2005,173896,Luther Seminary,1,Luther Seminary,819,0,0,0,,,0,,,0,0,0,1,0
2005,146728,Lutheran School of Theology at Chicago,1,Main Campus,361,0,0,0,,,0,,,1,0,0,0,0
2005,213631,Lutheran Theological Seminary at Gettysburg,1,Main Campus,305,0,0,0,,,0,,,0,0,0,0,0
2005,213640,Lutheran Theological Seminary at Philadelphia,1,Main Campus,312,0,0,0,,,0,,,0,0,0,0,0
2005,213668,Lycoming College,1,Main Campus,1485,0,0,0,,,0,,,0,0,2,0,1
2005,129686,Lyme Academy College of Fine Arts,1,Main Campus,153,0,0,0,,,0,,,0,0,0,0,0
2005,232609,Lynchburg College,1,Main Campus,2428,0,0,2,,,0,,,1,1,3,1,2
2005,132657,Lynn University,1,Main Campus,2866,0,0,0,,,0,,,1,3,31,0,0
2005,106342,Lyon College,1,Main Campus,488,0,0,1,,,0,,,0,0,0,0,0
2005,173902,Macalester College,1,Macalester College,1869,0,0,2,,,0,,,0,0,7,3,1
2005,192624,Machzikei Hadath Rabbinical College,1,Main Campus,118,0,0,0,,,0,,,0,0,0,0,0
2005,146825,MacMurray College,1,MacMurray College,699,0,0,0,,,0,,,0,0,3,0,0
2005,170806,Madonna University,1,Main Campus,4305,0,0,0,,,0,,,0,0,4,0,0
2005,175917,Magnolia Bible College,1,Main Campus,41,0,0,0,,,0,,,0,0,0,0,0
2005,153861,Maharishi University of Management,1,Main Campus,741,0,0,0,,,0,,,0,0,14,1,0
2005,161509,Maine College of Art,1,Main Campus,494,0,0,0,,,0,,,0,0,4,0,0
2005,203775,Malone University,1,Main Campus,2277,0,0,0,,,0,,,0,0,1,1,0
2005,151777,Manchester University,1,Main Campus,1104,0,0,1,,,0,,,0,0,10,1,1
2005,155496,Manhattan Christian College,1,Main Campus,337,0,0,0,,,0,,,0,0,0,0,0
2005,192703,Manhattan College,1,Main Campus,3425,0,0,0,,,0,,,0,1,4,0,0
2005,192712,Manhattan School of Music,1,Main Campus,891,0,0,0,,,0,,,0,0,10,0,0
2005,192749,Manhattanville College,1,Main Campus,2826,0,0,0,,,0,,,0,2,0,0,0
2005,446394,Maple Springs Baptist Bible College and Seminary,1,Main Campus,577,0,0,0,,,0,,,0,0,0,0,0
2005,239071,Maranatha Baptist University,1,Main Campus,863,0,0,0,,,0,,,0,0,0,0,0
2005,192785,Maria College of Albany,1,Main Campus,762,0,0,0,,,0,,,0,0,0,0,0
2005,166601,Marian Court College,1,Main Campus,222,0,0,0,,,0,,,0,0,0,0,0
2005,151786,Marian University,1,Main Campus,1678,0,0,0,,,0,,,0,0,2,1,0
2005,239080,Marian University,1,Main Campus,2975,0,0,1,,,0,,,0,1,4,0,0
2005,203845,Marietta College,1,Main Campus,1466,0,0,2,,,1,,,0,0,31,2,0
2005,192819,Marist College,1,Main Campus,5744,0,0,5,,,0,,,0,0,31,0,0
2005,230940,Marlboro College,1,Main Campus,341,0,0,0,,,0,,,0,0,0,0,0
2005,440411,Marlboro College Graduate & Professional Studies,1,Marlboro College Graduate School,61,0,0,0,,,0,,,0,0,3,0,0
2005,239105,Marquette University,1,Main Campus,11594,0,0,0,,,0,,,3,0,25,0,0
2005,198899,Mars Hill University,1,Mars Hill University,1308,0,0,2,,,0,,,0,1,7,0,0
2005,123943,Marshall B Ketchum University,1,Marshall B. Ketchum University,381,0,0,0,,,0,,,0,0,0,0,0
2005,173452,Martin Luther College,1,Main Campus,880,0,0,0,,,0,,,0,0,12,0,0
2005,220701,Martin Methodist College,1,Main Campus,822,0,0,0,,,0,,,0,1,0,0,0
2005,151810,Martin University,1,Main Campus,589,0,0,0,,,0,,,0,0,0,0,0
2005,232672,Mary Baldwin College,1,Main Campus,1740,0,0,0,,,0,,,0,0,0,0,0
2005,170842,Marygrove College,1,Marygrove College,3591,0,0,0,,,0,,,0,0,0,6,0
2005,163295,Maryland Institute College of Art,1,Main Campus,2108,0,0,0,,,0,,,0,0,4,2,0
2005,164085,Maryland University of Integrative Health,1,Main Campus,321,0,0,0,,,0,,,0,0,1,0,0
2005,209108,Marylhurst University,1,Marylhurst University,1268,0,0,0,,,0,,,0,0,7,0,0
2005,118541,Marymount California University,1,Marymount California University,726,0,0,0,,,0,,,0,0,0,0,0
2005,192855,Marymount College of Fordham University,1,Main Campus,949,0,0,1,,,0,,,0,0,9,0,0
2005,192864,Marymount Manhattan College,1,Main Campus,2007,0,0,0,,,0,,,0,0,0,0,0
2005,232706,Marymount University,1,Marymount University,3676,0,0,1,,,0,,,1,0,1,0,0
2005,220710,Maryville College,1,Main Campus,1146,0,0,0,,,2,,,0,0,6,0,0
2005,178059,Maryville University of Saint Louis,1,Maryville University of Saint Louis,3223,0,0,1,,,0,,,0,0,5,0,0
2005,178059,Maryville University of Saint Louis,2,Southwest Center,3223,0,0,0,,,0,,,0,0,0,0,0
2005,178059,Maryville University of Saint Louis,3,St. Charles County Center,3223,0,0,0,,,0,,,0,0,0,0,0
2005,213826,Marywood University,1,Main Campus,3164,0,0,0,,,0,,,0,0,0,0,0
2005,431594,Massachusetts General Hospital Dietetic Internship,1,Main Campus,12,0,0,1,,,0,,,0,0,0,1,1
2005,166683,Massachusetts Institute of Technology,1,MIT,10206,0,0,0,,,0,,,1,2,289,3,0
2005,369002,Massachusetts School of Law,1,Main Campus,641,0,0,0,,,0,,,0,0,0,0,0
2005,365426,Mayo Graduate School,1,Main Campus,302,0,0,1,,,0,,,0,0,1,2,1
2005,173957,Mayo Medical School,1,Main Campus,166,0,0,1,,,0,,,0,0,1,2,0
2005,173966,Mayo School of Health Sciences,1,Main Campus,339,0,0,1,,,0,,,0,0,1,2,0
2005,146977,McCormick Theological Seminary,1,Main Campus,256,0,0,0,,,0,,,0,0,0,0,0
2005,164270,McDaniel College,1,Main Campus,3524,0,0,0,,,0,,,1,2,12,0,1
2005,147013,McKendree University,1,Main Campus,2585,0,0,0,,,0,,,0,0,2,0,0
2005,226587,McMurry University,1,Main Campus,1422,0,0,0,,,0,,,0,1,6,0,0
2005,155511,McPherson College,1,Main Campus,484,0,0,0,,,0,,,0,0,2,0,0
2005,166656,MCPHS University,1,Main Campus- Boston,2897,0,0,0,,,0,,,1,0,2,0,0
2005,166656,MCPHS University,2,MCPHS- Worcester Campus,2897,0,0,0,,,0,,,0,0,0,0,0
2005,166656,MCPHS University,3,MCPHS- Manchester- NH- campus,2897,0,0,0,,,0,,,0,1,0,0,0
2005,147031,Meadville Lombard Theological School,1,Main Campus,121,0,0,0,,,0,,,0,0,0,0,0
2005,192925,Medaille College,1,Main Campus,2995,0,0,0,,,0,,,0,0,2,0,0
2005,239169,Medical College of Wisconsin,1,Main Campus,1325,0,0,3,,,0,,,0,0,0,3,1
2005,220792,Meharry Medical College,1,Meharry Medical College,707,0,0,0,,,0,,,1,0,35,7,0
2005,220808,Memphis College of Art,1,Memphis College of Art,327,0,0,0,,,0,,,0,0,0,1,0
2005,220871,Memphis Theological Seminary,1,Memphis Theological Seminary,329,0,0,0,,,0,,,0,0,1,0,0
2005,118693,Menlo College,1,Menlo Campus,769,0,0,1,,,0,,,0,1,9,1,1
2005,118709,Mennonite Brethren Biblical Seminary,1,Fresno Pacific University- Main Campus,149,0,0,0,,,0,,,0,0,0,0,0
2005,140447,Mercer University,1,Macon Campus,7154,0,0,3,,,0,,,1,0,3,1,0
2005,140447,Mercer University,2,Atlanta Campus,7154,0,0,0,,,0,,,0,0,0,0,0
2005,193016,Mercy College,1,Mercy College - Dobbs Ferry Campus,9539,0,0,0,,,0,,,0,0,1,0,0
2005,193016,Mercy College,2,Mercy College - Bronx Campus,9539,0,0,0,,,0,,,0,0,0,0,0
2005,193016,Mercy College,3,Mercy College - Yorktown Campus,9539,0,0,0,,,0,,,0,0,0,0,0
2005,193016,Mercy College,4,Mercy College- White Plains Campus,9539,0,0,0,,,0,,,0,0,0,0,0
2005,193016,Mercy College,5,Mercy College - NYC Campus,9539,0,0,0,,,0,,,0,0,0,0,0
2005,153977,Mercy College of Health Sciences,1,Main Campus,656,0,0,0,,,0,,,0,0,0,0,0
2005,203960,Mercy College of Ohio,1,Mercy College of Ohio,756,0,0,0,,,0,,,0,1,0,0,0
2005,213987,Mercyhurst University,1,Main Campus,4120,0,0,0,,,0,,,0,0,8,1,0
2005,213987,Mercyhurst University,2,Mercyhurst North East Campus,4120,0,0,2,,,0,,,0,0,20,2,0
2005,198950,Meredith College,1,Meredith College Main Campus,2168,0,0,0,,,0,,,0,0,1,0,0
2005,166850,Merrimack College,1,Main Campus,2231,0,0,1,,,0,,,0,1,24,0,0
2005,193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,1,Main Campus,38,0,0,0,,,0,,,0,0,0,0,0
2005,193052,Mesivta Torah Vodaath Rabbinical Seminary,1,Main Campus,322,0,0,0,,,0,,,0,0,0,0,0
2005,193070,Mesivtha Tifereth Jerusalem of America,1,MESIVTHA TIFERETH JERUSALEM OF AMERICA,77,0,0,0,,,0,,,0,0,0,0,0
2005,417752,Messenger College,1,Main Campus,100,0,0,0,,,0,,,0,0,0,0,0
2005,213996,Messiah College,1,Messiah College,2916,0,0,0,,,0,,,0,1,3,4,1
2005,203997,Methodist Theological School in Ohio,1,Main Campus,276,0,0,0,,,0,,,0,0,3,0,0
2005,198969,Methodist University,1,Methodist University,2147,0,0,1,,,0,,,0,0,0,0,0
2005,190114,Metropolitan College of New York,1,Main Campus,1556,0,0,0,,,0,,,0,0,5,0,0
2005,166869,MGH Institute of Health Professions,1,Main Campus,744,0,0,0,,,0,,,0,0,0,0,0
2005,434414,Michigan Jewish Institute,1,Main Campus,72,0,0,0,,,0,,,0,0,1,0,0
2005,169220,Michigan School of Professional Psychology,1,MAIN CAMPUS,96,0,0,0,,,0,,,0,0,0,0,0
2005,169628,Michigan State University-College of Law,1,Main Campus,1052,0,0,14,,,0,,,10,14,116,12,2
2005,429076,Michigan Theological Seminary,1,Main Campus,166,0,0,0,,,0,,,0,0,0,0,0
2005,245953,Mid-America Christian University,1,Main Campus,743,0,0,0,,,0,,,2,0,0,0,0
2005,151962,Mid-America College of Funeral Service,1,Main Campus,76,0,0,0,,,0,,,0,0,0,0,0
2005,199458,Mid-Atlantic Christian University,1,Mid-Atlantic Christian University,182,0,0,0,,,0,,,0,0,1,0,0
2005,157359,Mid-Continent University,1,Main Campus,974,0,0,0,,,0,,,0,0,4,0,0
2005,155520,MidAmerica Nazarene University,1,Main Campus,1779,0,0,0,,,0,,,0,0,6,1,1
2005,220996,Middle Tennessee School of Anesthesia Inc,1,Main Campus,183,0,0,0,,,0,,,0,0,0,0,0
2005,230959,Middlebury College,1,Main Campus,2455,0,0,4,,,0,,,0,0,13,3,0
2005,230959,Middlebury College,2,Middlebury College Bread Loaf Campus,2455,0,0,0,,,0,,,0,0,0,0,0
2005,181330,Midland University,1,Midland University,926,0,0,0,,,0,,,0,1,8,0,0
2005,157377,Midway College,1,Main Campus,1279,0,0,0,,,0,,,0,0,0,0,0
2005,440253,Midwest University,1,Main Campus,153,0,0,0,,,0,,,0,0,0,0,0
2005,178208,Midwestern Baptist Theological Seminary,1,Midwestern Baptist Theological Seminary,645,0,0,0,,,0,,,0,0,0,0,0
2005,143853,Midwestern University-Downers Grove,1,Midwestern University - Downers Grove Campus,1884,0,0,0,,,0,,,0,0,0,0,0
2005,423643,Midwestern University-Glendale,1,Midwestern University - Glendale Campus,1350,0,0,0,,,0,,,0,0,0,0,0
2005,101675,Miles College,1,Miles College,1758,0,0,0,,,0,,,0,0,30,0,0
2005,221014,Milligan College,1,Main Campus,954,0,0,0,,,0,,,0,0,6,0,0
2005,147244,Millikin University,1,Main Campus,2641,0,0,2,,,0,,,2,1,16,0,0
2005,147244,Millikin University,2,Mattoon - PACE,2641,0,0,0,,,0,,,0,0,0,0,0
2005,118888,Mills College,1,Main Campus,1372,0,0,0,,,0,,,0,0,28,0,0
2005,175980,Millsaps College,1,Millsaps College,1154,0,0,0,,,0,,,1,2,5,1,0
2005,239309,Milwaukee Institute of Art & Design,1,Milwaukee Institute of Art & Design,645,0,0,0,,,0,,,1,1,1,1,0
2005,239318,Milwaukee School of Engineering,1,Main Campus,2315,0,0,0,,,0,,,0,0,7,0,0
2005,174127,Minneapolis College of Art and Design,1,Main Campus,712,0,0,0,,,0,,,2,0,0,0,0
2005,193247,Mirrer Yeshiva Cent Institute,1,Main Campus,313,0,0,0,,,0,,,0,0,1,0,0
2005,214069,Misericordia University,1,Main Campus,2343,0,0,4,,,0,,,0,0,1,0,0
2005,214069,Misericordia University,3,Expressway Program- LCCC,2343,0,0,0,,,0,,,0,0,0,0,0
2005,214069,Misericordia University,4,Hazleton Expressway,2343,0,0,0,,,0,,,0,0,0,0,0
2005,214069,Misericordia University,5,Monroe Expressway,2343,0,0,0,,,0,,,0,0,0,0,0
2005,176053,Mississippi College,1,Main Campus,3905,0,0,0,,,0,,,0,1,10,3,0
2005,178244,Missouri Baptist University,1,Main Campus,4460,0,0,0,,,0,,,0,1,1,0,0
2005,178369,Missouri Valley College,1,Main Campus,1634,0,0,6,,,0,,,0,1,18,0,0
2005,129774,Mitchell College,1,Mitchell College,727,0,0,0,,,0,,,1,1,27,0,1
2005,193292,Molloy College,1,Main Campus,3581,0,0,0,,,0,,,0,0,0,0,0
2005,147341,Monmouth College,1,Main Campus,1346,0,0,0,,,0,,,0,1,6,0,0
2005,185572,Monmouth University,1,Monmouth University,6351,0,0,5,,,0,,,1,2,9,0,0
2005,119058,Monterey Institute of International Studies,1,Middlebury Institute of International Studies At Monterey,747,0,0,0,,,0,,,0,0,0,0,0
2005,127954,Montessori Education Center of the Rockies,1,Main Campus,76,0,0,0,,,0,,,0,0,0,0,0
2005,436021,Montessori Institute of Milwaukee,1,Main Campus,50,0,0,0,,,0,,,0,0,0,0,0
2005,199032,Montreat College,1,Montreat Campus,1017,0,0,0,,,0,,,0,0,7,0,0
2005,166911,Montserrat College of Art,1,Main Campus,308,0,0,0,,,0,,,1,0,0,0,0
2005,214148,Moore College of Art and Design,1,Main Campus,493,0,0,0,,,0,,,0,0,0,0,0
2005,214157,Moravian College,1,Main Campus,2007,0,0,1,,,0,,,0,0,0,0,0
2005,140553,Morehouse College,1,Morehouse College,3029,0,0,0,,,0,,,0,0,35,7,0
2005,140562,Morehouse School of Medicine,1,MOREHOUSE SCHOOL OF MEDICINE,272,0,0,0,,,0,,,0,0,8,0,0
2005,154004,Morningside College,1,Main Campus,1440,0,0,1,,,0,,,1,0,4,0,0
2005,218399,Morris College,1,Main Campus,863,0,0,2,,,0,,,0,2,29,0,1
2005,214166,Mount Aloysius College,1,Main Campus,1539,0,0,0,,,0,,,0,0,3,0,0
2005,209241,Mount Angel Seminary,1,Main Campus,206,0,0,0,,,0,,,0,0,0,2,0
2005,204176,Mount Carmel College of Nursing,1,Main Campus,628,0,0,0,,,0,,,0,0,0,0,0
2005,166939,Mount Holyoke College,1,Main Campus,2127,0,0,3,,,0,,,0,2,18,1,0
2005,166948,Mount Ida College,1,Main Campus,1287,0,0,2,,,0,,,0,1,6,0,0
2005,219198,Mount Marty College,1,Main Campus,1189,0,0,0,,,0,,,1,0,0,0,0
2005,239390,Mount Mary University,1,Main Campus,1684,0,0,0,,,0,,,0,0,0,2,0
2005,154013,Mount Mercy University,1,Mount Mercy University,1497,0,0,1,,,0,,,0,0,6,0,0
2005,204200,Mount Saint Joseph University,1,Main Campus,2233,0,0,0,,,0,,,0,0,5,0,0
2005,193353,Mount Saint Mary College,1,Main Campus,2574,0,0,0,,,0,,,0,1,6,0,1
